SLC7A11,SLC3A2,GPX4,FSP1,Nrf2,KEAP1,SLC7A5,SLC38A1,ATF4,CHAC1,sample_id,sample_type,dataset
0.14040892329185015,1.4189297896059236,-1.9569877995827805,-1.0557323678157746,1.402396256423404,-1.3799563210268269,0.7018851624069979,-0.31860713690879755,-1.3480283755136715,1.302256939445853,GSE30219_N000,Normal,GSE30219
0.08293578255026413,0.5743655889254798,0.10008985514078658,0.6388675199475308,-0.32902523695575125,0.050782621753912675,1.0412624240973152,1.9413493242553186,2.160930045452976,-0.7119938450218004,GSE30219_N001,Normal,GSE30219
0.7935254499908816,0.08161717570073662,0.17230858032673527,-1.5386466030347932,-1.2957588797191344,0.8854372175849533,-1.2013945968606001,-0.22407211281129216,0.2575214671496799,-0.8237260104386288,GSE30219_N002,Normal,GSE30219
1.1115216247229052,-0.702215727720298,1.4937260834888804,0.8879024464661109,0.16262485773740704,1.0040535729088176,0.11789779260222481,2.08782898895907,-0.015870266211613842,-0.18488342952458486,GSE30219_N003,Normal,GSE30219
0.07369616436995872,-0.10753175512777492,1.4417694751533212,0.07421999663537847,-0.7327036701272206,-0.7381413214067549,-1.155227458935164,0.9511745582688195,-2.2493485082284512,2.5892193544349906,GSE30219_N004,Normal,GSE30219
0.5351733177454426,0.7740399869677943,0.3098151333527843,-0.28351263242008423,-0.9598222283143018,0.7465642728822376,-0.7006681345558485,1.4882746378270102,0.25241323474315447,-1.6434091962594033,GSE30219_N005,Normal,GSE30219
-0.20072142291916006,-1.6674826871587198,-0.16021903305090973,-0.46412818252678373,0.5966763443615041,0.11434487739061547,-0.2819573191545111,0.9845565813805577,-0.5856820139660789,-1.1240760037360906,GSE30219_N006,Normal,GSE30219
0.3551833999222803,0.003115277665126131,-0.45970769697605685,-0.5962892540123921,0.007228331125409659,-0.30272753167390387,-2.397894784556887,0.5853217009349355,1.742129655468247,0.9806946711761027,GSE30219_N007,Normal,GSE30219
-0.02445129105788754,-0.7471207871116734,1.2383563506390283,-0.1464932784368276,-1.550697638535965,0.0634281666427876,-0.2039668170352712,0.40848413315119,0.09350941710826029,-0.38111179363223313,GSE30219_N008,Normal,GSE30219
-0.24941264993304435,-1.5177070148918794,0.08295879487342013,0.36145290975428157,0.452552651257817,-1.8241081116457918,0.7884523296523499,0.4251533086781075,-0.3416055757317466,1.271557858436094,GSE30219_N009,Normal,GSE30219
1.2182775715797676,0.3077141113851553,-0.011413077603740563,0.09099632991958895,0.3174812226599286,-0.8108909080644755,-0.4359190337440798,-0.26973542167561,-0.14204356868879217,0.9790277015354342,GSE30219_N010,Normal,GSE30219
-0.42843853839223206,-1.2525865666133869,-0.767412586619684,0.13050655733207706,-0.29798856533740803,0.9726324423699196,1.504049546403444,-0.8636093262021881,1.5568225698421383,-2.1809639782035712,GSE30219_N011,Normal,GSE30219
-1.191061268103718,0.09227758553144681,0.9958639444912142,-1.1260798453826535,-0.8566649071981457,0.9341995235897483,-0.03238962182890679,0.7755111433315153,-1.2443247795158907,0.09671430963285693,GSE30219_N012,Normal,GSE30219
0.8995336403503087,-0.9466005806214507,1.7987504458979011,0.30130968483314147,0.43511617126527735,-1.2408713771609765,-0.20257935485226541,0.41104410763247806,0.6496216539610515,-0.32117005381539565,GSE30219_N013,Normal,GSE30219
-0.7689106333455028,-1.6027393353388528,-0.4025044397247419,-1.2779644133694694,-1.6324500464685485,-1.8881640690052977,-0.5975041391003727,0.9525905861811337,1.0331321770508017,0.06826609997980083,GSE30219_N014,Normal,GSE30219
-0.1099844868647066,0.40468691001329005,0.14277776125120503,-1.3176877385679289,1.2591320700637028,-0.4482652980622905,1.107003490059853,1.2805624757755587,1.0946966130963627,1.5064327839028249,GSE30219_N015,Normal,GSE30219
0.5116306727404751,0.314886640130403,-0.2859084274929298,0.9696562937015404,-0.46801337361331935,0.1400641171542599,1.3825824964450981,0.7991892151747936,-0.6380447136046409,-1.3875496679838644,GSE30219_N016,Normal,GSE30219
0.9624378948434079,-0.8355161939304222,-0.07116734511990964,-1.3915365714071701,-1.9759957397499215,-0.4801289453720421,-0.9340173640686339,0.8788539980203816,-0.026197076454690205,-1.2300230752085135,GSE30219_N017,Normal,GSE30219
0.09935545950036367,1.3484415345952843,-0.9932341739348096,1.7280720726894416,0.9622199439986557,0.23695045950791074,-1.145766823348747,0.1999038717142774,0.8931746710897438,0.05583526167455183,GSE30219_N018,Normal,GSE30219
-0.857953667062999,1.1283412758331752,0.8787812420311268,-0.3926251483480814,-0.5734859183637214,1.276256757452759,-0.03622571154949379,1.9215127134414502,-1.3478339203941836,-0.48990422767581315,GSE30219_N019,Normal,GSE30219
0.06455567647788422,2.5923799342164826,0.44797436375445554,-0.6501816946953719,2.1305092390347244,0.3844003127234727,-0.05404148625382767,0.16983961470587314,-0.9369071662035872,0.26890403244632677,GSE30219_N020,Normal,GSE30219
-1.5055225251260311,-0.7528565832241307,-0.7480883071111851,0.7713635773386092,-0.6241232002930416,2.2083954737783045,-1.5331608645167645,0.07513464176077125,1.8747145816036048,-1.5090521898155096,GSE30219_N021,Normal,GSE30219
-2.224606430683552,0.8286226702574148,0.875671255813967,0.6011073276034183,0.314044886405349,-0.04453580350981795,-0.36174061326504725,-0.36112844173232467,-0.06533449947253499,0.1542989981974322,GSE30219_N022,Normal,GSE30219
-0.22551058197159765,1.787134903097604,-0.44434112426641964,1.2350003684318132,0.2742022668918704,-0.9016987504974844,-0.1541043853668214,1.6782979698585956,1.252045319225695,-0.9824101846578148,GSE30219_N023,Normal,GSE30219
-1.2986941795593052,-0.14898675853977789,0.3663336118316663,1.1884891913797937,-0.6663121673935867,-1.2120029132793377,-0.3294785762804881,-0.8486088741145879,-0.929698688111921,-0.3346336864879484,GSE30219_N024,Normal,GSE30219
0.3197395628890242,-0.3833770938098257,-0.4054998200703604,-1.0056255933639355,0.47990490738631153,0.29161446548262226,1.3576011795881566,0.6891343627541979,0.09217738819114663,-0.928046736946816,GSE30219_N025,Normal,GSE30219
-1.2514037562835139,-0.5262938555225347,1.5971293913781652,1.2581245932995055,-0.8668051003282181,1.3027703577417915,-0.4094886562366156,0.6857625127752984,0.06892139015596345,0.4576974337698788,GSE30219_N026,Normal,GSE30219
-0.34361487755683373,-0.893946063753005,1.3963639114833966,0.7061394044830143,0.8555237829925785,-0.38517059305239526,-1.6551986843566016,-0.645366559524711,-1.3039729001908444,-1.0553369575227327,GSE30219_N027,Normal,GSE30219
-0.3723190075834466,0.09063488838884158,-1.6378592318817957,0.028118981982916593,-0.015844041337877274,-1.9442421070983222,0.49516900016140586,1.3050192528597961,-0.013456895028994949,-2.1722691266416727,GSE30219_N028,Normal,GSE30219
-0.20552963266845115,-0.5620890796432662,-0.3537922180624018,-0.9504636618999727,0.2986449207775177,0.125327391796417,0.7055802641777713,-1.2903605367312636,-0.7470113496295503,-0.5265948209627995,GSE30219_N029,Normal,GSE30219
-0.19844245451847517,-0.5960513533253826,-1.970032254473575,0.18643305418256653,1.5376112451039565,-1.698961508938068,-0.4645131049403706,-0.7198184673618467,0.11921060070867924,-0.5982362230718116,GSE30219_N030,Normal,GSE30219
0.8127523702705728,-0.4474217658133158,0.13472993732511576,-0.3704927625333405,0.7363904464912071,-1.568871802658901,-0.8613695719829374,0.1874258970603157,-0.0898535407109385,0.71119410310092,GSE30219_N031,Normal,GSE30219
